ID,Label,Definition,Type,Parent Class,PROMOT Cross-reference,Associated Phenotype (URI),Associated Phenotype (label),Assesses Phenotype (URI),Assesses Phenotype (label),Assesses Function (URI),Assesses Function (label),Captures Data About (URI),Captures Data About (label),Associated Function (URI),Associated Function (label),Involved In (URI),Involved In (label),Located In (URI),Located In (label)
http://id.who.int/icd/entity/338611549,Muscles of lower leg,,owl:Class,http://id.who.int/icd/entity/249425252,http://id.who.int/icd/entity/338611549,http://purl.obolibrary.org/obo/HP_0003810|http://purl.obolibrary.org/obo/HP_0008963|http://purl.obolibrary.org/obo/HP_0009028|http://purl.obolibrary.org/obo/HP_0009063|http://purl.obolibrary.org/obo/HP_0011727|http://purl.obolibrary.org/obo/HP_0030198,Late-onset distal muscle weakness|Tibialis muscle weakness|Generalized weakness of limb muscles|Progressive distal muscle weakness|Peroneal muscle weakness|Fatigable weakness of distal limb muscles,"","","","","","",http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1789365017,Endurance of muscle groups|Power of isolated muscles and muscle groups,"","","",""
http://id.who.int/icd/entity/341679012,Structure of vertebral column,,owl:Class,http://id.who.int/icd/entity/723417607,http://id.who.int/icd/entity/341679012,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/363211474,Ingestion functions,Functions related to taking in and manipulating solids or liquids through the mouth into the body.,owl:Class,http://id.who.int/icd/entity/1976873960,http://id.who.int/icd/entity/363211474,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/374222990,Structure of palate,,owl:Class,http://id.who.int/icd/entity/1754034822,http://id.who.int/icd/entity/374222990,http://purl.obolibrary.org/obo/HP_0002705,"High, narrow palate","","","","","","","","","","","",""
http://id.who.int/icd/entity/388067588,Voice and speech functions,This chapter is about the functions of producing sounds and speech.,owl:Class,http://id.who.int/icd/entity/567313968,http://id.who.int/icd/entity/388067588,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/389047611,Muscle endurance functions,Functions related to sustaining muscle contraction for the required period of time.,owl:Class,http://id.who.int/icd/entity/1164313611,http://id.who.int/icd/entity/389047611,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/397303672,Structure of cardiovascular system,,owl:Class,http://id.who.int/icd/entity/521411479,http://id.who.int/icd/entity/397303672,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/399242087,Recreation and leisure,"Engaging in any form of play, recreational or leisure pursuit, such as informal or organized play and sports, programmes of physical fitness, relaxation, amusement or diversion, going to art galleries, museums, cinemas or theatres; engaging in crafts or hobbies, reading or singing for enjoyment, playing musical instruments; sightseeings, tourism and travelling for pleasure.",owl:Class,http://id.who.int/icd/entity/1436113794,http://id.who.int/icd/entity/399242087,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/405925948,External ocular muscles,,owl:Class,http://id.who.int/icd/entity/246722870,http://id.who.int/icd/entity/405925948,http://purl.obolibrary.org/obo/HP_0000486|http://purl.obolibrary.org/obo/HP_0000544|http://purl.obolibrary.org/obo/HP_0000651|http://purl.obolibrary.org/obo/HP_0007715|http://purl.obolibrary.org/obo/HP_0007838|http://purl.obolibrary.org/obo/HP_0007941|http://purl.obolibrary.org/obo/PROMOT_0032018|http://purl.obolibrary.org/obo/PROMOT_0032021,Strabismus|External ophthalmoplegia|Diplopia|Weak extraocular muscles|Progressive ptosis|Limited extraocular movements|Fatigable ptosis|Fatigable weakness of the ocular muscles,"","","","","","",http://id.who.int/icd/entity/1090716697|http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1789365017|http://id.who.int/icd/entity/2021370201|http://id.who.int/icd/entity/2022689055,Functions of external muscles of the eye|Endurance of muscle groups|Power of isolated muscles and muscle groups|Functions of the eyelid|Visual acuity functions,"","","",""
http://id.who.int/icd/entity/409094401,Walking around obstacles,"Walking in ways required to avoid moving and immobile objects, people, animals, and vehicles, such as walking around a marketplace or shop, around or through traffic or other crowded areas.",owl:Class,http://id.who.int/icd/entity/1550548595,http://id.who.int/icd/entity/409094401,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/412494151,Running,Moving with quick steps so that both feet may be simultaneously off the ground.,owl:Class,http://id.who.int/icd/entity/712447084,http://id.who.int/icd/entity/412494151,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","",""
http://id.who.int/icd/entity/426292658,Structure of inner ear,,owl:Class,http://id.who.int/icd/entity/1843740951,http://id.who.int/icd/entity/426292658,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/435521956,Structure of thigh,,owl:Class,http://id.who.int/icd/entity/1929433903,http://id.who.int/icd/entity/435521956,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/436620656,Structure of head and neck region,,owl:Class,http://id.who.int/icd/entity/644658903,http://id.who.int/icd/entity/436620656,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/437219407,Anatomical localization,,owl:Class,http://purl.obolibrary.org/obo/BFO_0000019,http://id.who.int/icd/entity/437219407,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/446199613,Respiration functions,"Functions of inhaling air into the lungs, the exchange of gases between air and blood, and exhaling air.",owl:Class,http://id.who.int/icd/entity/744367503,http://id.who.int/icd/entity/446199613,http://snomed.info/id/12894003,Functional assessment,"","","","","","","","","","","",""
http://id.who.int/icd/entity/454325322,Pain in multiple body parts,Unpleasant sensation indicating potential or actual damage to some body structure located in several body parts.,owl:Class,http://id.who.int/icd/entity/894218497,http://id.who.int/icd/entity/454325322,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","",""
http://id.who.int/icd/entity/462923277,Joints,,owl:Class,http://id.who.int/icd/entity/1438965984,http://id.who.int/icd/entity/462923277,http://purl.obolibrary.org/obo/HP_0001382|http://purl.obolibrary.org/obo/HP_0001387|http://purl.obolibrary.org/obo/HP_0002804|http://purl.obolibrary.org/obo/HP_0002828,Joint hypermobility|Joint stiffness|Arthrogryposis multiplex congenita|Multiple joint contractures,"","","","","","",http://id.who.int/icd/entity/1757783224,Mobility of several joints,"","","",""
http://id.who.int/icd/entity/485719194,Maintaining a standing position,Staying in a standing position for some time such as when standing in a queue.,owl:Class,http://id.who.int/icd/entity/1131514421,http://id.who.int/icd/entity/485719194,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/49044301,Education,,owl:Class,http://id.who.int/icd/entity/524305529,http://id.who.int/icd/entity/49044301,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/495844982,Muscles of respiration,,owl:Class,http://id.who.int/icd/entity/829058183,http://id.who.int/icd/entity/495844982,http://purl.obolibrary.org/obo/HP_0002643|http://purl.obolibrary.org/obo/HP_0002878|http://purl.obolibrary.org/obo/HP_0002882|http://purl.obolibrary.org/obo/HP_0004885|http://purl.obolibrary.org/obo/HP_0004887|http://purl.obolibrary.org/obo/HP_0004889|http://purl.obolibrary.org/obo/HP_0005949|http://purl.obolibrary.org/obo/HP_0012497|http://purl.obolibrary.org/obo/HP_0030196|http://purl.obolibrary.org/obo/HP_0030196|http://purl.obolibrary.org/obo/HP_0032341,Neonatal respiratory distress|Respiratory failure|Sudden episodic apnea|Episodic respiratory distress|Respiratory failure requiring assisted ventilation|Intermittent episodes of respiratory insufficiency due to muscle weakness|Apneic episodes in infancy|Reduced maximal expiratory pressure|Fatigable weakness of respiratory muscles|Fatigable weakness of respiratory muscles |Reduced forced vital capacity,"","","","","","",http://id.who.int/icd/entity/1360101629|http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1789365017|http://id.who.int/icd/entity/446199613,Respiratory muscle functions|Endurance of muscle groups|Power of isolated muscles and muscle groups|Respiration functions,"","","",""
http://id.who.int/icd/entity/512553770,both sides,,owl:Class,http://id.who.int/icd/entity/437219407,http://id.who.int/icd/entity/512553770,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/521411479,"Structures of cardiovascular, immunological and respiratory systems",,owl:Class,http://id.who.int/icd/entity/1626363729,http://id.who.int/icd/entity/521411479,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/524305529,Major life areas,"This chapter is about carrying out the tasks and actions required to engage in education, work and employment and to conduct economic transactions.",owl:Class,http://purl.obolibrary.org/obo/PROMOT_0120002,http://id.who.int/icd/entity/524305529,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/539470158,Salivation,Function of the production of saliva within the mouth.,owl:Class,http://id.who.int/icd/entity/363211474,http://id.who.int/icd/entity/539470158,http://snomed.info/id/840297006|http://snomed.info/id/840297006,Assessment of PROMs (patient reported outcome measures)|Assessment of patient reported outcome measures,"","","","","","","","","","","",""
http://id.who.int/icd/entity/552193364,Functions related to metabolism and the endocrine system,,owl:Class,http://id.who.int/icd/entity/850289698,http://id.who.int/icd/entity/552193364,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/553784299,Drinking,"Taking hold of a drink, bringing it to the mouth, and consuming the drink in culturally acceptable ways, mixing, stirring and pouring liquids for drinking, opening bottles and cans, drinking through a straw or drinking running water such as from a tap or a spring; feeding or suckling from the breast.",owl:Class,http://id.who.int/icd/entity/1608009360,http://id.who.int/icd/entity/553784299,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/555410497,Walking short distances,"Walking for less than a kilometre, such as walking around rooms or hallways, within a building or for short distances outside.",owl:Class,http://id.who.int/icd/entity/1550548595,http://id.who.int/icd/entity/555410497,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/556694745,Power of muscles of the trunk,Functions related to the force generated by the contraction of muscles and muscle groups in the trunk.,owl:Class,http://id.who.int/icd/entity/274570113,http://id.who.int/icd/entity/556694745,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","",""
http://id.who.int/icd/entity/567313968,Body functions,"Body functions are the physiological functions of body systems (including psychological functions).
Impairments are problems in body function or structure as a significant deviation or loss.
Broad ranges of percentages are provided for those cases in which calibrated assessment instruments or other standards are available to quantify the impairment in body function. For example, when ""no impairment"" or ""complete impairment"" in body function is coded, this scaling may have margin of error of up to 5%. ""Moderate impairment"" is generally up to half of the scale of total impairment. The percentages are to be calibrated in different domains with reference to population standards as percentiles. For this quantification to be used in a uniform manner, assessment procedures need to be developed through research.
For a further explanation of coding conventions in ICF, refer to Annex 2.",owl:Class,http://purl.obolibrary.org/obo/BFO_0000034,http://id.who.int/icd/entity/567313968,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/576915490,Involuntary movement reaction functions,"Functions of involuntary contractions of large muscles or the whole body induced by body position, balance and threatening stimuli.",owl:Class,http://id.who.int/icd/entity/627064928,http://id.who.int/icd/entity/576915490,http://snomed.info/id/12894003,Functional assessment,"","","","","","","","",http://id.who.int/icd/entity/2048203604,Mobility,"",""
http://id.who.int/icd/entity/577558794,Pain in body part,"Sensation of unpleasant feeling indicating potential or actual damage to some body structure felt in a specific part, or parts, of the body.",owl:Class,http://id.who.int/icd/entity/894218497,http://id.who.int/icd/entity/577558794,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/58064740,Muscles of trunk,,owl:Class,http://id.who.int/icd/entity/723417607,http://id.who.int/icd/entity/58064740,http://purl.obolibrary.org/obo/HP_0003306|http://purl.obolibrary.org/obo/HP_0003327|http://purl.obolibrary.org/obo/HP_0009023|http://purl.obolibrary.org/obo/PROMOT_0032019,Spinal rigidity|Axial muscle weakness|Abdominal wall muscle weakness|Fatigable weakness of axial muscles,"","","","","","",http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1789365017|http://id.who.int/icd/entity/556694745|http://id.who.int/icd/entity/841397411,Endurance of muscle groups|Power of isolated muscles and muscle groups|Power of muscles of the trunk|Sensation of muscle stiffness,"","","",""
http://id.who.int/icd/entity/583874291,Managing diet and fitness,Caring for oneself by being aware of the need and by selecting and consuming nutritious foods and maintaining physical fitness.,owl:Class,http://id.who.int/icd/entity/1398348540,http://id.who.int/icd/entity/583874291,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/606087144,Structure of reproductive system,,owl:Class,http://id.who.int/icd/entity/826593815,http://id.who.int/icd/entity/606087144,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/608795582,Bones of face,,owl:Class,http://id.who.int/icd/entity/436620656,http://id.who.int/icd/entity/608795582,http://purl.obolibrary.org/obo/HP_0000276|http://purl.obolibrary.org/obo/HP_0002058,Long face|Myopathic facies,"","","","","","","","","","","",""
http://id.who.int/icd/entity/621727843,Sensation of muscle spasm,Sensation of involuntary contraction of a muscle or a group of muscles.,owl:Class,http://id.who.int/icd/entity/1405368356,http://id.who.int/icd/entity/621727843,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/623565657,Maintaining a sitting position,"Staying in a seated position, on a seat or the floor, for some time such as when sitting at a desk or table.",owl:Class,http://id.who.int/icd/entity/1131514421,http://id.who.int/icd/entity/623565657,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/627064928,Movement functions,,owl:Class,http://id.who.int/icd/entity/161488596,http://id.who.int/icd/entity/627064928,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/634949825,Structure of brain,,owl:Class,http://id.who.int/icd/entity/1419635799,http://id.who.int/icd/entity/634949825,http://purl.obolibrary.org/obo/HP_0001249,Intellectual disability,"","","","","","",http://id.who.int/icd/entity/1525383756,Intellectual functions,"","","",""
http://id.who.int/icd/entity/640373779,Structure of upper arm,,owl:Class,http://id.who.int/icd/entity/1019379329,http://id.who.int/icd/entity/640373779,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/644658903,Structures related to movement,,owl:Class,http://purl.obolibrary.org/obo/PROMOT_0020001,http://id.who.int/icd/entity/644658903,http://purl.obolibrary.org/obo/HP_0002141,Gait imbalance,"","","","","","",http://id.who.int/icd/entity/576915490,Involuntary movement reaction functions,"","","",""
http://id.who.int/icd/entity/670326378,more than one region,,owl:Class,http://id.who.int/icd/entity/437219407,http://id.who.int/icd/entity/670326378,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/682314871,Pain in back,Sensation of unpleasant feeling indicating potential or actual damage to some body structure felt in the back.,owl:Class,http://id.who.int/icd/entity/577558794,http://id.who.int/icd/entity/682314871,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","",""
http://id.who.int/icd/entity/691689627,Pharyngeal swallowing,Function of clearing substances through the pharynx at an appropriate rate and speed.,owl:Class,http://id.who.int/icd/entity/923782542,http://id.who.int/icd/entity/691689627,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/712447084,Moving around,"Moving the whole body from one place to another by means other than walking, such as climbing over a rock or running down a street, skipping, scampering, jumping, somersaulting or running around obstacles.",owl:Class,http://id.who.int/icd/entity/1334556216,http://id.who.int/icd/entity/712447084,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/712570723,Voice functions,Functions of the production of various sounds by the passage of air through the larynx.,owl:Class,http://id.who.int/icd/entity/388067588,http://id.who.int/icd/entity/712570723,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","",http://id.who.int/icd/entity/151046878,Speaking,"",""
http://id.who.int/icd/entity/719872561,Functions of the cardiovascular system,,owl:Class,http://id.who.int/icd/entity/326705068,http://id.who.int/icd/entity/719872561,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/723417607,Structure of trunk,,owl:Class,http://id.who.int/icd/entity/644658903,http://id.who.int/icd/entity/723417607,http://purl.obolibrary.org/obo/HP_0000767|http://purl.obolibrary.org/obo/HP_0000768|http://purl.obolibrary.org/obo/HP_0000774|http://purl.obolibrary.org/obo/HP_0000886|http://purl.obolibrary.org/obo/HP_0000886|http://purl.obolibrary.org/obo/HP_6000327,Pectus excavatum|Pectus carinatum|Narrow chest|Deformed rib cage|Deformed rib cage |Thoracic cage flatness,"","","","","","","","","","","",""
http://id.who.int/icd/entity/723665457,Energy and drive functions,General mental functions of physiological and psychological mechanisms that cause the individual to move towards satisfying specific needs and general goals in a persistent manner.,owl:Class,http://id.who.int/icd/entity/882590883,http://id.who.int/icd/entity/723665457,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/73014515,Work and employment,,owl:Class,http://id.who.int/icd/entity/524305529,http://id.who.int/icd/entity/73014515,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/735194884,Purposeful sensory experiences,,owl:Class,http://id.who.int/icd/entity/2011053685,http://id.who.int/icd/entity/735194884,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/744367503,Functions of the respiratory system,,owl:Class,http://id.who.int/icd/entity/326705068,http://id.who.int/icd/entity/744367503,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/75971722,Reception of spoken language,Mental functions of decoding spoken messages to obtain their meaning.,owl:Class,http://id.who.int/icd/entity/1819639191,http://id.who.int/icd/entity/75971722,"","","","","","","","","","",http://id.who.int/icd/entity/1896301954,Listening,"",""
http://id.who.int/icd/entity/773343048,Additional functions and sensations of the cardiovascular and respiratory systems,,owl:Class,http://id.who.int/icd/entity/326705068,http://id.who.int/icd/entity/773343048,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/793188683,Muscles of pelvic region,,owl:Class,http://id.who.int/icd/entity/232409592,http://id.who.int/icd/entity/793188683,http://purl.obolibrary.org/obo/HP_0003694|http://purl.obolibrary.org/obo/HP_0003749|http://purl.obolibrary.org/obo/HP_0007340|http://purl.obolibrary.org/obo/HP_0008988|http://purl.obolibrary.org/obo/HP_0008994|http://purl.obolibrary.org/obo/HP_0008994|http://purl.obolibrary.org/obo/HP_0009028|http://purl.obolibrary.org/obo/HP_0009073|http://purl.obolibrary.org/obo/HP_0030200|http://purl.obolibrary.org/obo/HP_0030200,Late-onset proximal muscle weakness|Pelvic girdle muscle weakness|Lower limb muscle weakness|Pelvic girdle muscle atrophy|Proximal lower limb muscle weakness|Proximal muscle weakness in lower limbs|Generalized weakness of limb muscles|Progressive proximal muscle weakness|Fatiguable weakness of proximal limb muscles|Fatiguable weakness of proximal limb muscles ,"","","","","","",http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1789365017,Endurance of muscle groups|Power of isolated muscles and muscle groups,"","","",""
http://id.who.int/icd/entity/819739306,right,,owl:Class,http://id.who.int/icd/entity/437219407,http://id.who.int/icd/entity/819739306,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/822292691,Structure of forearm,,owl:Class,http://id.who.int/icd/entity/1019379329,http://id.who.int/icd/entity/822292691,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/826593815,Structures related to the genitourinary and reproductive systems,,owl:Class,http://id.who.int/icd/entity/1626363729,http://id.who.int/icd/entity/826593815,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/829058183,Structure of respiratory system,,owl:Class,http://id.who.int/icd/entity/521411479,http://id.who.int/icd/entity/829058183,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/841397411,Sensation of muscle stiffness,Sensation of tightness or stiffness of muscles.,owl:Class,http://id.who.int/icd/entity/1405368356,http://id.who.int/icd/entity/841397411,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/848997900,Seeing functions,"Sensory functions relating to sensing the presence of light and sensing the form, size, shape and colour of the visual stimuli.",owl:Class,http://id.who.int/icd/entity/890173921,http://id.who.int/icd/entity/848997900,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/850289698,"Functions of the digestive, metabolic and endocrine systems","This chapter is about the functions of ingestion, digestion and elimination, as well as functions involved in metabolism and the endocrine glands.",owl:Class,http://id.who.int/icd/entity/567313968,http://id.who.int/icd/entity/850289698,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/855039967,Sitting,"Getting into and out of a seated position and changing body position from sitting down to any other position, such as standing up or lying down.",owl:Class,http://id.who.int/icd/entity/150502901,http://id.who.int/icd/entity/855039967,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/859818654,"Penis, testes and scrotum development","Functions associated with development of penis, testes and scrotum.",owl:Class,http://id.who.int/icd/entity/1104062484,http://id.who.int/icd/entity/859818654,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","",""
http://id.who.int/icd/entity/862003070,Bones of cranium,,owl:Class,http://id.who.int/icd/entity/436620656,http://id.who.int/icd/entity/862003070,http://purl.obolibrary.org/obo/HP_0000276,Long face,"","","","","","","","","","","",""
http://id.who.int/icd/entity/862066979,Weight maintenance functions,"Functions of maintaining appropriate body weight, including weight gain during the developmental period.",owl:Class,http://id.who.int/icd/entity/1976873960,http://id.who.int/icd/entity/862066979,http://snomed.info/id/5880005|http://snomed.info/id/5880005|http://snomed.info/id/5880005|http://snomed.info/id/5880005|http://snomed.info/id/5880005,Clinical examination|Examination of patient|PE - Physical examination|Physical examination|Physical examination procedure,"","","","","","","","","","","",""
http://id.who.int/icd/entity/870135798,Lungs,,owl:Class,http://id.who.int/icd/entity/829058183,http://id.who.int/icd/entity/870135798,http://purl.obolibrary.org/obo/HP_0002643|http://purl.obolibrary.org/obo/HP_0002878|http://purl.obolibrary.org/obo/HP_0002882|http://purl.obolibrary.org/obo/HP_0004885|http://purl.obolibrary.org/obo/HP_0004887|http://purl.obolibrary.org/obo/HP_0004889|http://purl.obolibrary.org/obo/HP_0005949|http://purl.obolibrary.org/obo/HP_0032341,Neonatal respiratory distress|Respiratory failure|Sudden episodic apnea|Episodic respiratory distress|Respiratory failure requiring assisted ventilation|Intermittent episodes of respiratory insufficiency due to muscle weakness|Apneic episodes in infancy|Reduced forced vital capacity,"","","","","","",http://id.who.int/icd/entity/1470583183|http://id.who.int/icd/entity/446199613,Functions of breathing through the mouth|Respiration functions,"","","",""
http://id.who.int/icd/entity/871682135,Preparing meals,"Planning, organizing, cooking and serving simple and complex meals for oneself and others, such as by making a menu, selecting edible food and drink, getting together ingredients for preparing meals, cooking with heat and preparing cold foods and drinks, and serving the food.",owl:Class,http://id.who.int/icd/entity/1452836727,http://id.who.int/icd/entity/871682135,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/882590883,Global mental functions,,owl:Class,http://id.who.int/icd/entity/1363559646,http://id.who.int/icd/entity/882590883,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/890173921,Seeing and related functions,,owl:Class,http://id.who.int/icd/entity/1916167881,http://id.who.int/icd/entity/890173921,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/893697482,Generalized pain,"Sensation of unpleasant feeling indicating potential or actual damage to some body structure felt all over, or throughout the body.",owl:Class,http://id.who.int/icd/entity/894218497,http://id.who.int/icd/entity/893697482,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","",""
http://id.who.int/icd/entity/894218497,Sensation of pain,Sensation of unpleasant feeling indicating potential or actual damage to some body structure.,owl:Class,http://id.who.int/icd/entity/203515404,http://id.who.int/icd/entity/894218497,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/902262669,"Extra-articular ligaments, fasciae, extramuscular aponeuroses, retinacula, septa, bursae, unspecified",,owl:Class,http://id.who.int/icd/entity/1438965984,http://id.who.int/icd/entity/902262669,http://purl.obolibrary.org/obo/HP_0000767|http://purl.obolibrary.org/obo/HP_0000768|http://purl.obolibrary.org/obo/HP_0000774|http://purl.obolibrary.org/obo/HP_0000886|http://purl.obolibrary.org/obo/HP_0000886|http://purl.obolibrary.org/obo/HP_6000327,Pectus excavatum|Pectus carinatum|Narrow chest|Deformed rib cage|Deformed rib cage |Thoracic cage flatness,"","","","","","","","","","","",""
http://id.who.int/icd/entity/909196092,Communicating - producing,,owl:Class,http://id.who.int/icd/entity/1828012543,http://id.who.int/icd/entity/909196092,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/919003335,Crawling,"Moving the whole body in a prone position from one place to another on hands, or hands and arms, and knees.",owl:Class,http://id.who.int/icd/entity/712447084,http://id.who.int/icd/entity/919003335,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","",""
http://id.who.int/icd/entity/923782542,Swallowing,"Functions of clearing substances, such as food, drink and saliva through the oral cavity, pharynx and oesophagus into the stomach at an appropriate rate and speed.",owl:Class,http://id.who.int/icd/entity/363211474,http://id.who.int/icd/entity/923782542,"","","","","","","","","","",http://id.who.int/icd/entity/1328675264|http://id.who.int/icd/entity/553784299,Eating|Drinking,"",""
http://id.who.int/icd/entity/925451085,Endocrine gland functions,"Functions of production and regulation of hormonal levels in the body, including cyclical changes.",owl:Class,http://id.who.int/icd/entity/552193364,http://id.who.int/icd/entity/925451085,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/933576740,Structure of ankle and foot,,owl:Class,http://id.who.int/icd/entity/1929433903,http://id.who.int/icd/entity/933576740,"","","","","","","","","","","","","",""
http://id.who.int/icd/entity/982325691,Interpersonal interactions and relationships,"This chapter is about carrying out the actions and tasks required for basic and complex interactions with people (strangers, friends, relatives, family members and lovers) in a contextually and socially appropriate manner.",owl:Class,http://purl.obolibrary.org/obo/PROMOT_0120002,http://id.who.int/icd/entity/982325691,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/PROMOT_0000001,CMS related mutation,A sequence alteration that is causal germline mutation in Congenital Myasthenic Syndrom.,owl:Class,http://purl.obolibrary.org/obo/SO_0001060,http://purl.obolibrary.org/obo/PROMOT_0000001,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/PROMOT_0000002,CMYO related mutation,A sequence alteration that is causal germline mutation in Congenital Myopathy.,owl:Class,http://purl.obolibrary.org/obo/SO_0001060,http://purl.obolibrary.org/obo/PROMOT_0000002,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/PROMOT_0000003,OPMD related mutation,A sequence alteration that is causal germline mutation in Oculopharyngeal Muscular Dystrophy.,owl:Class,http://purl.obolibrary.org/obo/SO_0001060,http://purl.obolibrary.org/obo/PROMOT_0000003,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/PROMOT_0000004,CHRNE variant,A sequence alteration located within the CHRNE gene.,owl:Class,http://purl.obolibrary.org/obo/PROMOT_0000001,http://purl.obolibrary.org/obo/PROMOT_0000004,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/PROMOT_0000005,COLQ variant,A sequence alteration located within the COLQ gene.,owl:Class,http://purl.obolibrary.org/obo/PROMOT_0000001,http://purl.obolibrary.org/obo/PROMOT_0000005,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/PROMOT_0000006,DOK7 variant,A sequence alteration located within the DOK7 gene.,owl:Class,http://purl.obolibrary.org/obo/PROMOT_0000001,http://purl.obolibrary.org/obo/PROMOT_0000006,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/PROMOT_0000007,GFPT1 variant,A sequence alteration located within the GFPT1 gene.,owl:Class,http://purl.obolibrary.org/obo/PROMOT_0000001,http://purl.obolibrary.org/obo/PROMOT_0000007,"","","","","","","","","","","","","",""
http://purl.obolibrary.org/obo/PROMOT_0000008,GMPPB variant,A sequence alteration located within the GMPPB gene.,owl:Class,http://purl.obolibrary.org/obo/PROMOT_0000001,http://purl.obolibrary.org/obo/PROMOT_0000008,"","","","","","","","","","","","","",""
